map,ws,wt,wc,wcl,wd,dm,opp_config,mode,stamp,file_result,file_dur,filename,finish_reason,duration_s,total_dist_m,collision_flag,max_speed,max_lat_acc,global_min_d,global_unsafe_ratio,global_track_rms,global_lat_acc_rms,frenet_usage_pct,fgm_usage_pct,fgm_min_d,fgm_unsafe_ratio,fgm_track_rms,fre_min_d_mean,fre_min_d_min,fre_track_rms_calc,ts_last_t,is_success
hairpin_combo,1.68,1.51,0.94,1.26,0.5,0.44,Opp_bumper_slow_1.csv,MUX_RACING,1765048471,CRASH,45.7,Mux_hairpin_combo_WS1.68_WT1.51_WC0.94_WCL1.26_WD0.50_DM0.44_Opp_bumper_slow_1.csv_MUX_RACING_1765048471_CRASH_dur_45.70s.csv,COLLISION DETECTED,45.7,190.15,True,4.97,13.92,0.0,0.33,0.39,3.87,91.74,8.26,0.0,0.7,0.46,0.7078080903203221,0.1802,0.39033752635982505,45.6999,False
hairpin_combo,1.0939,1.6234,0.9082,1.0446,1.2508,0.2149,Opp_bumper_slow_1.csv,MUX_RACING,1765041281,GOAL,61.81,Mux_hairpin_combo_WS1.0939_WT1.6234_WC0.9082_WCL1.0446_WD1.2508_DM0.2149_Opp_bumper_slow_1.csv_MUX_RACING_1765041281_GOAL_dur_61.81s.csv,GOAL REACHED,61.81,256.13,False,4.85,13.44,0.0,0.17,0.36,3.17,78.69,21.31,0.0,0.42,0.38,0.829145328986561,0.0,0.35743546705137486,61.8086,True
Spielberg,2.908,1.1838,0.7348,0.4507,0.9684,0.1402,Opp_bumper_slow_1.csv,MUX_RACING,1765034832,GOAL,73.88,Mux_Spielberg_WS2.908_WT1.1838_WC0.7348_WCL0.4507_WD0.9684_DM0.1402_Opp_bumper_slow_1.csv_MUX_RACING_1765034832_GOAL_dur_73.88s.csv,GOAL REACHED,73.88,336.93,False,4.7,9.63,0.0,0.12,0.24,1.84,98.05,1.95,0.0,0.7,0.3,0.6653008482176871,0.238577,0.2547378692626194,73.8808,True
Spielberg,2.71,1.55,0.9,1.47,1.82,0.45,Opp_bumper_slow_1.csv,MUX_RACING,1765034561,GOAL,74.97,Mux_Spielberg_WS2.71_WT1.55_WC0.90_WCL1.47_WD1.82_DM0.45_Opp_bumper_slow_1.csv_MUX_RACING_1765034561_GOAL_dur_74.97s.csv,GOAL REACHED,74.97,336.47,False,5.04,9.11,0.0,0.05,0.16,1.81,94.03,5.97,0.0,0.56,0.25,0.7452046573303457,0.19492,0.1740952920232748,74.9716,True
hairpin_combo,0.77,2.31,1.4,2.33,2.68,0.55,Opp_bumper_slow_1.csv,MUX_RACING,1765049535,CRASH,43.82,Mux_hairpin_combo_WS0.77_WT2.31_WC1.40_WCL2.33_WD2.68_DM0.55_Opp_bumper_slow_1.csv_MUX_RACING_1765049535_CRASH_dur_43.82s.csv,COLLISION DETECTED,43.82,190.1,True,5.15,21.17,0.0,0.11,0.28,4.32,88.76,11.24,0.0,0.32,0.32,0.7933975420774004,0.0,0.2751475850781559,43.82,False
Spielberg,1.29,2.31,1.57,2.4,2.69,0.55,Opp_bumper_slow_1.csv,MUX_RACING,1765046800,GOAL,78.03,Mux_Spielberg_WS1.29_WT2.31_WC1.57_WCL2.40_WD2.69_DM0.55_Opp_bumper_slow_1.csv_MUX_RACING_1765046800_GOAL_dur_78.03s.csv,GOAL REACHED,78.03,336.6,False,4.96,9.17,0.0,0.19,0.24,1.73,91.15,8.85,0.0,0.51,0.25,0.703321665795274,0.201337,0.23075643129941048,78.0316,True
hairpin_combo,1.47,2.0,1.32,2.01,2.35,0.48,Opp_bumper_slow_1.csv,MUX_RACING,1765059682,GOAL,60.83,Mux_hairpin_combo_WS1.47_WT2.00_WC1.32_WCL2.01_WD2.35_DM0.48_Opp_bumper_slow_1.csv_MUX_RACING_1765059682_GOAL_dur_60.83s.csv,GOAL REACHED,60.83,253.91,False,4.7,22.93,0.0,0.17,0.39,3.48,82.44,17.56,0.0,0.29,0.34,0.8246870660178853,0.0,0.40965448452792225,60.8284,True
hairpin_combo,0.5131,1.4804,1.0786,2.7189,2.8385,0.2532,Opp_bumper_slow_1.csv,MUX_RACING,1765043719,GOAL,65.23,Mux_hairpin_combo_WS0.5131_WT1.4804_WC1.0786_WCL2.7189_WD2.8385_DM0.2532_Opp_bumper_slow_1.csv_MUX_RACING_1765043719_GOAL_dur_65.23s.csv,GOAL REACHED,65.23,256.66,False,4.7,26.56,0.0,0.18,0.39,3.29,77.5,22.5,0.0,0.37,0.34,0.8123651381323196,0.0,0.40481199649068306,65.2314,True
Spielberg,0.64,2.01,1.32,2.48,2.73,0.55,Opp_bumper_slow_1.csv,MUX_RACING,1765034475,GOAL,76.71,Mux_Spielberg_WS0.64_WT2.01_WC1.32_WCL2.48_WD2.73_DM0.55_Opp_bumper_slow_1.csv_MUX_RACING_1765034475_GOAL_dur_76.71s.csv,GOAL REACHED,76.71,336.54,False,4.96,9.59,0.0,0.06,0.2,1.76,93.5,6.5,0.0,0.48,0.24,0.7550126687871519,0.245704,0.19929373672634326,76.7083,True
hairpin_combo,2.38,1.56,0.84,1.26,1.33,0.36,Opp_bumper_slow_1.csv,MUX_RACING,1765060625,CRASH,32.6,Mux_hairpin_combo_WS2.38_WT1.56_WC0.84_WCL1.26_WD1.33_DM0.36_Opp_bumper_slow_1.csv_MUX_RACING_1765060625_CRASH_dur_32.60s.csv,COLLISION DETECTED,32.6,139.7,True,4.92,18.38,0.0,0.17,0.31,3.8,88.58,11.42,0.0,0.59,0.44,0.8095205595632438,0.0,0.30558735676020493,32.6,False
Spielberg,2.52,1.58,0.82,1.24,1.37,0.38,Opp_bumper_slow_1.csv,MUX_RACING,1765046977,GOAL,76.83,Mux_Spielberg_WS2.52_WT1.58_WC0.82_WCL1.24_WD1.37_DM0.38_Opp_bumper_slow_1.csv_MUX_RACING_1765046977_GOAL_dur_76.83s.csv,GOAL REACHED,76.83,337.24,False,4.96,18.5,0.0,0.16,0.24,1.99,95.07,4.93,0.0,0.78,0.3,0.7008089105627571,0.0,0.2684736070923099,76.8316,True
hairpin_combo,2.4932,1.3465,0.5484,0.6115,0.353,0.1539,Opp_bumper_slow_1.csv,MUX_RACING,1765042252,CRASH,17.34,Mux_hairpin_combo_WS2.4932_WT1.3465_WC0.5484_WCL0.6115_WD0.353_DM0.1539_Opp_bumper_slow_1.csv_MUX_RACING_1765042252_CRASH_dur_17.34s.csv,COLLISION DETECTED,17.34,72.93,True,4.7,12.46,0.15,0.31,0.46,2.81,96.91,3.09,0.84,0.0,0.11,0.8214001803505535,0.153535,0.4546459604004903,17.34,False
Spielberg,1.37,1.91,1.19,1.78,2.09,0.44,Opp_bumper_slow_1.csv,MUX_RACING,1765035594,GOAL,76.63,Mux_Spielberg_WS1.37_WT1.91_WC1.19_WCL1.78_WD2.09_DM0.44_Opp_bumper_slow_1.csv_MUX_RACING_1765035594_GOAL_dur_76.63s.csv,GOAL REACHED,76.63,336.78,False,4.72,9.3,0.0,0.06,0.19,1.78,93.17,6.83,0.0,0.55,0.25,0.7513875589309948,0.233505,0.2129917920778133,76.6283,True
hairpin_combo,2.41,1.42,0.79,1.17,1.3,0.34,Opp_bumper_slow_1.csv,MUX_RACING,1765059481,CRASH,44.09,Mux_hairpin_combo_WS2.41_WT1.42_WC0.79_WCL1.17_WD1.30_DM0.34_Opp_bumper_slow_1.csv_MUX_RACING_1765059481_CRASH_dur_44.09s.csv,COLLISION DETECTED,44.09,186.94,True,4.83,26.52,0.0,0.16,0.29,4.05,85.11,14.89,0.0,0.58,0.43,0.7970142629955547,0.15518,0.28167016996612604,44.0883,False
Spielberg,2.47,1.47,0.83,1.26,1.34,0.37,Opp_bumper_slow_1.csv,MUX_RACING,1765039903,GOAL,77.05,Mux_Spielberg_WS2.47_WT1.47_WC0.83_WCL1.26_WD1.34_DM0.37_Opp_bumper_slow_1.csv_MUX_RACING_1765039903_GOAL_dur_77.05s.csv,GOAL REACHED,77.05,336.64,False,4.7,8.92,0.0,0.18,0.24,1.75,94.94,5.06,0.0,0.43,0.21,0.7050000702901936,0.178785,0.25605238300145156,77.0483,True
hairpin_combo,1.59,2.56,1.96,2.79,3.12,0.59,Opp_bumper_slow_1.csv,MUX_RACING,1765057119,GOAL,59.79,Mux_hairpin_combo_WS1.59_WT2.56_WC1.96_WCL2.79_WD3.12_DM0.59_Opp_bumper_slow_1.csv_MUX_RACING_1765057119_GOAL_dur_59.79s.csv,GOAL REACHED,59.79,253.79,False,4.98,24.09,0.0,0.14,0.34,3.59,84.96,15.04,0.0,0.46,0.42,0.8159187097397819,0.0,0.34038047875747285,59.7917,True
Spielberg,0.6806,0.9693,0.9278,2.1538,2.3257,0.2478,Opp_bumper_slow_1.csv,MUX_RACING,1765036774,GOAL,77.83,Mux_Spielberg_WS0.6806_WT0.9693_WC0.9278_WCL2.1538_WD2.3257_DM0.2478_Opp_bumper_slow_1.csv_MUX_RACING_1765036774_GOAL_dur_77.83s.csv,GOAL REACHED,77.83,336.67,False,4.88,8.31,0.0,0.07,0.17,1.55,89.89,10.11,0.0,0.56,0.27,0.7588030877229046,0.0,0.16476661913173543,77.8314,True
hairpin_combo,2.2,1.49,0.77,1.17,1.19,0.34,Opp_bumper_slow_1.csv,MUX_RACING,1765054340,CRASH,45.09,Mux_hairpin_combo_WS2.20_WT1.49_WC0.77_WCL1.17_WD1.19_DM0.34_Opp_bumper_slow_1.csv_MUX_RACING_1765054340_CRASH_dur_45.09s.csv,COLLISION DETECTED,45.09,190.01,True,4.85,26.97,0.0,0.19,0.33,3.99,83.84,16.16,0.0,0.68,0.43,0.7740156777255389,0.0,0.32386424253210155,45.0884,False
hairpin_combo,1.1698,1.5535,1.306,1.2074,1.3573,0.1941,Opp_bumper_slow_1.csv,MUX_RACING,1765041499,GOAL,60.87,Mux_hairpin_combo_WS1.1698_WT1.5535_WC1.306_WCL1.2074_WD1.3573_DM0.1941_Opp_bumper_slow_1.csv_MUX_RACING_1765041499_GOAL_dur_60.87s.csv,GOAL REACHED,60.87,256.38,False,4.7,16.23,0.0,0.18,0.33,3.36,77.67,22.33,0.0,0.36,0.33,0.8380487738861875,0.0,0.3428936596655902,60.8686,True
hairpin_combo,0.9084,1.4964,1.0915,1.5146,1.2503,0.1965,Opp_bumper_slow_1.csv,MUX_RACING,1765041606,ABORT,92.9,Mux_hairpin_combo_WS0.9084_WT1.4964_WC1.0915_WCL1.5146_WD1.2503_DM0.1965_Opp_bumper_slow_1.csv_MUX_RACING_1765041606_ABORT_dur_92.90s.csv,MANUAL_ABORT,92.9,392.67,False,4.99,13.34,0.0,0.15,0.33,3.38,79.64,20.36,0.0,0.39,0.39,0.8395057790069482,0.00667879,0.4220616580413456,92.9005,False
hairpin_combo,0.79,2.36,1.63,2.53,2.77,0.57,Opp_bumper_slow_1.csv,MUX_RACING,1765053385,CRASH,43.41,Mux_hairpin_combo_WS0.79_WT2.36_WC1.63_WCL2.53_WD2.77_DM0.57_Opp_bumper_slow_1.csv_MUX_RACING_1765053385_CRASH_dur_43.41s.csv,COLLISION DETECTED,43.41,186.12,True,4.98,29.98,0.0,0.1,0.26,4.47,85.91,14.09,0.0,0.26,0.32,0.8039114982126406,0.0308164,0.2446859966141557,43.4116,False
Spielberg,1.57,1.43,0.89,1.16,0.46,0.41,Opp_bumper_slow_1.csv,MUX_RACING,1765028382,GOAL,74.82,Mux_Spielberg_WS1.57_WT1.43_WC0.89_WCL1.16_WD0.46_DM0.41_Opp_bumper_slow_1.csv_MUX_RACING_1765028382_GOAL_dur_74.82s.csv,GOAL REACHED,74.82,337.02,False,5.03,8.18,0.0,0.05,0.2,1.83,96.25,3.75,0.0,0.47,0.25,0.7177169909120069,0.0,0.2125393238795414,74.8201,True
hairpin_combo,2.75,1.54,0.89,1.46,1.81,0.46,Opp_bumper_slow_1.csv,MUX_RACING,1765055478,GOAL,59.72,Mux_hairpin_combo_WS2.75_WT1.54_WC0.89_WCL1.46_WD1.81_DM0.46_Opp_bumper_slow_1.csv_MUX_RACING_1765055478_GOAL_dur_59.72s.csv,GOAL REACHED,59.72,255.64,False,4.85,16.14,0.0,0.24,0.42,3.49,85.64,14.36,0.0,0.41,0.37,0.7834584992364878,0.0,0.43560507665948617,59.72,True
Spielberg,0.6147,1.4843,0.9283,2.6025,2.8232,0.2735,Opp_bumper_slow_1.csv,MUX_RACING,1765036514,GOAL,77.04,Mux_Spielberg_WS0.6147_WT1.4843_WC0.9283_WCL2.6025_WD2.8232_DM0.2735_Opp_bumper_slow_1.csv_MUX_RACING_1765036514_GOAL_dur_77.04s.csv,GOAL REACHED,77.04,336.68,False,4.7,7.86,0.0,0.1,0.19,1.53,90.14,9.86,0.0,0.54,0.28,0.7382316857721887,0.226069,0.19296243672969193,77.0387,True
hairpin_combo,2.44,1.46,0.82,1.25,1.33,0.36,Opp_bumper_slow_1.csv,MUX_RACING,1765054864,CRASH,21.13,Mux_hairpin_combo_WS2.44_WT1.46_WC0.82_WCL1.25_WD1.33_DM0.36_Opp_bumper_slow_1.csv_MUX_RACING_1765054864_CRASH_dur_21.13s.csv,COLLISION DETECTED,21.13,93.63,True,4.7,29.96,0.0,0.17,0.32,4.25,91.33,8.67,0.0,0.44,0.39,0.8728019116789703,0.0,0.30889362461235875,21.1283,False
Spielberg,1.0241,2.4336,1.3423,1.2577,1.4355,0.1752,Opp_bumper_slow_1.csv,MUX_RACING,1765040354,GOAL,76.2,Mux_Spielberg_WS1.0241_WT2.4336_WC1.3423_WCL1.2577_WD1.4355_DM0.1752_Opp_bumper_slow_1.csv_MUX_RACING_1765040354_GOAL_dur_76.20s.csv,GOAL REACHED,76.2,336.62,False,4.7,7.79,0.0,0.05,0.15,1.61,92.57,7.43,0.0,0.47,0.25,0.7679357051868201,0.205076,0.14341566485674936,76.1996,True
Spielberg,2.79,1.31,0.83,1.36,1.64,0.43,Opp_bumper_slow_1.csv,MUX_RACING,1765039388,GOAL,74.78,Mux_Spielberg_WS2.79_WT1.31_WC0.83_WCL1.36_WD1.64_DM0.43_Opp_bumper_slow_1.csv_MUX_RACING_1765039388_GOAL_dur_74.78s.csv,GOAL REACHED,74.78,336.81,False,4.7,9.48,0.0,0.06,0.2,1.78,94.21,5.79,0.0,0.61,0.27,0.7122095614569962,0.185299,0.20612179855465063,74.78,True
hairpin_combo,1.128,1.2613,3.1432,1.8351,1.6502,0.2074,Opp_bumper_slow_1.csv,MUX_RACING,1765043878,GOAL,64.21,Mux_hairpin_combo_WS1.128_WT1.2613_WC3.1432_WCL1.8351_WD1.6502_DM0.2074_Opp_bumper_slow_1.csv_MUX_RACING_1765043878_GOAL_dur_64.21s.csv,GOAL REACHED,64.21,255.08,False,4.7,24.71,0.0,0.14,0.33,3.13,79.8,20.2,0.0,0.39,0.39,0.7927756968917403,0.0,0.37255678660211444,64.2115,True
Spielberg,1.37,1.98,1.12,1.87,2.21,0.45,Opp_bumper_slow_1.csv,MUX_RACING,1765032235,GOAL,76.6,Mux_Spielberg_WS1.37_WT1.98_WC1.12_WCL1.87_WD2.21_DM0.45_Opp_bumper_slow_1.csv_MUX_RACING_1765032235_GOAL_dur_76.60s.csv,GOAL REACHED,76.6,336.71,False,4.7,9.13,0.0,0.06,0.17,1.77,91.32,8.68,0.0,0.52,0.27,0.7580948981254243,0.203118,0.19007624503563622,76.5998,True
Spielberg,2.3654,1.7615,0.6445,0.6267,0.5972,0.1301,Opp_bumper_slow_1.csv,MUX_RACING,1765034918,GOAL,73.82,Mux_Spielberg_WS2.3654_WT1.7615_WC0.6445_WCL0.6267_WD0.5972_DM0.1301_Opp_bumper_slow_1.csv_MUX_RACING_1765034918_GOAL_dur_73.82s.csv,GOAL REACHED,73.82,337.11,False,4.7,9.88,0.0,0.09,0.21,1.86,97.66,2.34,0.0,0.76,0.31,0.6919565546875001,0.212132,0.2142725874168176,73.82,True
Spielberg,1.3203,1.2512,2.432,1.2317,1.6035,0.2085,Opp_bumper_slow_1.csv,MUX_RACING,1765037931,GOAL,76.47,Mux_Spielberg_WS1.3203_WT1.2512_WC2.432_WCL1.2317_WD1.6035_DM0.2085_Opp_bumper_slow_1.csv_MUX_RACING_1765037931_GOAL_dur_76.47s.csv,GOAL REACHED,76.47,336.82,False,4.7,8.49,0.0,0.05,0.19,1.59,91.34,8.66,0.0,0.52,0.27,0.7214228204577593,0.175876,0.19205371383312833,76.4713,True
hairpin_combo,2.53,1.38,0.62,1.16,1.15,0.32,Opp_bumper_slow_1.csv,MUX_RACING,1765052482,CRASH,44.43,Mux_hairpin_combo_WS2.53_WT1.38_WC0.62_WCL1.16_WD1.15_DM0.32_Opp_bumper_slow_1.csv_MUX_RACING_1765052482_CRASH_dur_44.43s.csv,COLLISION DETECTED,44.43,189.49,True,4.91,28.02,0.0,0.21,0.33,4.19,87.1,12.9,0.0,0.59,0.39,0.7563081294625977,0.0,0.33819035004382986,44.4317,False
hairpin_combo,0.88,2.19,1.49,2.35,2.66,0.54,Opp_bumper_slow_1.csv,MUX_RACING,1765060108,CRASH,43.39,Mux_hairpin_combo_WS0.88_WT2.19_WC1.49_WCL2.35_WD2.66_DM0.54_Opp_bumper_slow_1.csv_MUX_RACING_1765060108_CRASH_dur_43.39s.csv,COLLISION DETECTED,43.39,189.0,True,4.83,21.91,0.0,0.08,0.24,4.26,89.21,10.79,0.0,0.21,0.27,0.8227167140486727,0.190973,0.22901098330286482,43.3883,False
Spielberg,1.47,2.4,1.8,2.62,2.89,0.57,Opp_bumper_slow_1.csv,MUX_RACING,1765034387,GOAL,77.55,Mux_Spielberg_WS1.47_WT2.40_WC1.80_WCL2.62_WD2.89_DM0.57_Opp_bumper_slow_1.csv_MUX_RACING_1765034387_GOAL_dur_77.55s.csv,GOAL REACHED,77.55,336.59,False,4.91,9.51,0.0,0.1,0.18,1.77,90.33,9.67,0.0,0.56,0.26,0.7570041832576851,0.204664,0.18447026751136092,77.5483,True
hairpin_combo,0.7025,1.5402,2.4927,1.6393,1.0657,0.1871,Opp_bumper_slow_1.csv,MUX_RACING,1765044333,CRASH,26.16,Mux_hairpin_combo_WS0.7025_WT1.5402_WC2.4927_WCL1.6393_WD1.0657_DM0.1871_Opp_bumper_slow_1.csv_MUX_RACING_1765044333_CRASH_dur_26.16s.csv,COLLISION DETECTED,26.16,111.05,True,4.7,17.45,0.0,0.06,0.26,3.5,85.22,14.78,0.0,0.3,0.46,0.9060864043724203,0.184542,0.23358803887472704,26.1594,False
Spielberg,0.9084,1.4964,1.0915,1.5146,1.2503,0.1965,Opp_bumper_slow_1.csv,MUX_RACING,1765034494,GOAL,75.84,Mux_Spielberg_WS0.9084_WT1.4964_WC1.0915_WCL1.5146_WD1.2503_DM0.1965_Opp_bumper_slow_1.csv_MUX_RACING_1765034494_GOAL_dur_75.84s.csv,GOAL REACHED,75.84,336.61,False,4.7,8.14,0.0,0.05,0.15,1.67,91.88,8.12,0.0,0.61,0.27,0.771877855221519,0.220476,0.15212682984149994,75.8394,True
hairpin_combo,1.3967,2.6396,0.8537,1.6959,1.4198,0.1989,Opp_bumper_slow_1.csv,MUX_RACING,1765045253,GOAL,59.88,Mux_hairpin_combo_WS1.3967_WT2.6396_WC0.8537_WCL1.6959_WD1.4198_DM0.1989_Opp_bumper_slow_1.csv_MUX_RACING_1765045253_GOAL_dur_59.88s.csv,GOAL REACHED,59.88,257.09,False,5.15,23.38,0.0,0.14,0.29,3.74,83.66,16.34,0.0,0.36,0.37,0.8766336051031994,0.0,0.3452210964803678,59.8801,True
hairpin_combo,0.92,2.45,1.68,2.61,2.88,0.58,Opp_bumper_slow_1.csv,MUX_RACING,1765060553,GOAL,61.97,Mux_hairpin_combo_WS0.92_WT2.45_WC1.68_WCL2.61_WD2.88_DM0.58_Opp_bumper_slow_1.csv_MUX_RACING_1765060553_GOAL_dur_61.97s.csv,GOAL REACHED,61.97,254.68,False,5.07,23.52,0.0,0.21,0.4,3.59,85.66,14.34,0.0,0.47,0.38,0.7662148868650357,0.0,0.4661844895619735,61.9683,True
hairpin_combo,2.8861,1.236,0.8526,0.5532,0.3505,0.1633,Opp_bumper_slow_1.csv,MUX_RACING,1765042442,CRASH,17.11,Mux_hairpin_combo_WS2.8861_WT1.236_WC0.8526_WCL0.5532_WD0.3505_DM0.1633_Opp_bumper_slow_1.csv_MUX_RACING_1765042442_CRASH_dur_17.11s.csv,COLLISION DETECTED,17.11,73.84,True,4.7,14.18,0.1,0.3,0.43,3.03,97.03,2.97,0.59,0.0,0.13,0.8398861809256661,0.101337,0.43248091234347114,17.1085,False
hairpin_combo,2.94,1.11,0.69,1.22,1.37,0.39,Opp_bumper_slow_1.csv,MUX_RACING,1765055619,CRASH,21.04,Mux_hairpin_combo_WS2.94_WT1.11_WC0.69_WCL1.22_WD1.37_DM0.39_Opp_bumper_slow_1.csv_MUX_RACING_1765055619_CRASH_dur_21.04s.csv,COLLISION DETECTED,21.04,94.15,True,4.7,21.49,0.02,0.21,0.36,3.86,90.06,9.94,0.02,0.41,0.32,0.84468381099981,0.0,0.3717244872057196,21.04,False
Spielberg,1.47,2.34,1.59,2.47,2.76,0.57,Opp_bumper_slow_1.csv,MUX_RACING,1765042310,GOAL,77.62,Mux_Spielberg_WS1.47_WT2.34_WC1.59_WCL2.47_WD2.76_DM0.57_Opp_bumper_slow_1.csv_MUX_RACING_1765042310_GOAL_dur_77.62s.csv,GOAL REACHED,77.62,336.89,False,4.9,9.05,0.0,0.19,0.25,1.75,92.14,7.86,0.0,0.51,0.26,0.7039984486756673,0.190433,0.2509927722318309,77.62,True
Spielberg,2.9131,1.7269,0.9444,0.699,0.5896,0.1355,Opp_bumper_slow_1.csv,MUX_RACING,1765034747,GOAL,75.88,Mux_Spielberg_WS2.9131_WT1.7269_WC0.9444_WCL0.699_WD0.5896_DM0.1355_Opp_bumper_slow_1.csv_MUX_RACING_1765034747_GOAL_dur_75.88s.csv,GOAL REACHED,75.88,337.13,False,5.04,9.77,0.0,0.23,0.27,1.84,96.66,3.34,0.0,0.69,0.31,0.6585826509543393,0.21756,0.28615792223915143,75.8798,True
Spielberg,0.67,2.03,1.3,2.43,2.7,0.56,Opp_bumper_slow_1.csv,MUX_RACING,1765036540,GOAL,76.0,Mux_Spielberg_WS0.67_WT2.03_WC1.30_WCL2.43_WD2.70_DM0.56_Opp_bumper_slow_1.csv_MUX_RACING_1765036540_GOAL_dur_76.00s.csv,GOAL REACHED,76.0,336.24,False,5.1,10.91,0.0,0.05,0.18,1.78,93.29,6.71,0.0,0.54,0.25,0.7832476162833536,0.22742,0.16693687524658515,76.0,True
hairpin_combo,1.63,1.46,0.9,1.19,0.47,0.42,Opp_bumper_slow_1.csv,MUX_RACING,1765048717,GOAL,60.29,Mux_hairpin_combo_WS1.63_WT1.46_WC0.90_WCL1.19_WD0.47_DM0.42_Opp_bumper_slow_1.csv_MUX_RACING_1765048717_GOAL_dur_60.29s.csv,GOAL REACHED,60.29,252.32,False,4.84,17.84,0.0,0.3,0.39,3.56,91.4,8.6,0.0,0.64,0.43,0.7510342303635399,0.0,0.41737761809179047,60.2916,True
hairpin_combo,0.93,2.02,1.36,2.2,2.46,0.48,Opp_bumper_slow_1.csv,MUX_RACING,1765053209,CRASH,43.01,Mux_hairpin_combo_WS0.93_WT2.02_WC1.36_WCL2.20_WD2.46_DM0.48_Opp_bumper_slow_1.csv_MUX_RACING_1765053209_CRASH_dur_43.01s.csv,COLLISION DETECTED,43.01,187.26,True,5.02,32.55,0.0,0.08,0.24,4.59,88.76,11.24,0.0,0.23,0.3,0.8249383169053376,0.170476,0.22892811132332055,43.0117,False
Spielberg,1.93,2.11,1.38,2.15,2.41,0.51,Opp_bumper_slow_1.csv,MUX_RACING,1765035853,GOAL,77.7,Mux_Spielberg_WS1.93_WT2.11_WC1.38_WCL2.15_WD2.41_DM0.51_Opp_bumper_slow_1.csv_MUX_RACING_1765035853_GOAL_dur_77.70s.csv,GOAL REACHED,77.7,336.27,False,4.95,9.06,0.0,0.2,0.24,1.77,93.12,6.88,0.0,0.54,0.23,0.6983404415731493,0.198554,0.24735806921006512,77.6999,True
hairpin_combo,0.83,2.43,1.67,2.57,2.79,0.56,Opp_bumper_slow_1.csv,MUX_RACING,1765057810,GOAL,59.92,Mux_hairpin_combo_WS0.83_WT2.43_WC1.67_WCL2.57_WD2.79_DM0.56_Opp_bumper_slow_1.csv_MUX_RACING_1765057810_GOAL_dur_59.92s.csv,GOAL REACHED,59.92,255.27,False,4.94,14.13,0.0,0.12,0.34,3.62,84.51,15.49,0.0,0.34,0.31,0.8475079453975035,0.0,0.3513975396626428,59.9199,True
hairpin_combo,2.61,1.6,0.73,1.11,1.12,0.32,Opp_bumper_slow_1.csv,MUX_RACING,1765056133,CRASH,45.11,Mux_hairpin_combo_WS2.61_WT1.60_WC0.73_WCL1.11_WD1.12_DM0.32_Opp_bumper_slow_1.csv_MUX_RACING_1765056133_CRASH_dur_45.11s.csv,COLLISION DETECTED,45.11,190.03,True,4.95,31.09,0.0,0.27,0.37,4.16,85.53,14.47,0.0,0.58,0.44,0.7367696477524603,0.170183,0.37087968738721466,45.1116,False
hairpin_combo,0.88,2.53,1.72,2.63,2.87,0.58,Opp_bumper_slow_1.csv,MUX_RACING,1765057447,CRASH,43.51,Mux_hairpin_combo_WS0.88_WT2.53_WC1.72_WCL2.63_WD2.87_DM0.58_Opp_bumper_slow_1.csv_MUX_RACING_1765057447_CRASH_dur_43.51s.csv,COLLISION DETECTED,43.51,190.28,True,5.13,19.13,0.0,0.08,0.22,4.26,88.44,11.56,0.0,0.28,0.31,0.8536799465894467,0.31152,0.21022159408808055,43.5084,False
hairpin_combo,0.9,2.59,1.76,2.67,2.91,0.59,Opp_bumper_slow_1.csv,MUX_RACING,1765055914,CRASH,33.17,Mux_hairpin_combo_WS0.90_WT2.59_WC1.76_WCL2.67_WD2.91_DM0.59_Opp_bumper_slow_1.csv_MUX_RACING_1765055914_CRASH_dur_33.17s.csv,COLLISION DETECTED,33.17,140.59,True,4.94,26.39,0.0,0.13,0.28,4.36,86.68,13.32,0.0,0.35,0.28,0.7902701333775474,0.0253173,0.27741394246425516,33.1683,False
hairpin_combo,0.89,2.13,1.77,2.79,3.14,0.59,Opp_bumper_slow_1.csv,MUX_RACING,1765050130,GOAL,59.27,Mux_hairpin_combo_WS0.89_WT2.13_WC1.77_WCL2.79_WD3.14_DM0.59_Opp_bumper_slow_1.csv_MUX_RACING_1765050130_GOAL_dur_59.27s.csv,GOAL REACHED,59.27,253.34,False,5.01,23.43,0.0,0.11,0.31,3.78,86.64,13.36,0.0,0.28,0.32,0.8585307458496423,0.0,0.3487445604626658,59.2684,True
Spielberg,1.92,2.11,1.37,2.14,2.48,0.52,Opp_bumper_slow_1.csv,MUX_RACING,1765039990,GOAL,77.2,Mux_Spielberg_WS1.92_WT2.11_WC1.37_WCL2.14_WD2.48_DM0.52_Opp_bumper_slow_1.csv_MUX_RACING_1765039990_GOAL_dur_77.20s.csv,GOAL REACHED,77.2,336.24,False,4.7,9.36,0.0,0.19,0.22,1.79,94.01,5.99,0.0,0.46,0.22,0.721914006113673,0.159814,0.22108680548262136,77.1999,True
hairpin_combo,1.3487,1.6967,1.1989,1.5631,1.1507,0.2064,Opp_bumper_slow_1.csv,MUX_RACING,1765041032,CRASH,26.16,Mux_hairpin_combo_WS1.3487_WT1.6967_WC1.1989_WCL1.5631_WD1.1507_DM0.2064_Opp_bumper_slow_1.csv_MUX_RACING_1765041032_CRASH_dur_26.16s.csv,COLLISION DETECTED,26.16,111.37,True,4.7,14.19,0.0,0.12,0.32,3.52,88.02,11.98,0.0,0.51,0.49,0.855394065870098,0.255197,0.29818852825489817,26.1596,False
